id,name,country,city,bic,street,street2,zip,phone
168,Coop. De Ahorro Y Cred. La Inmaculada De San Placi,COOPERATIVA DE AHORRO Y CREDITO LA INMACULADA DE SAN PLACIDO LTDA,Ecuador,PORTOVIEJO,OAIIECE1,,,,
169,Coop. Ahorro Y Credito Cacpe Manabi,COOPERATIVA DE AHORRO Y CREDITO CACPE MANABI,Ecuador,PORTOVIEJO,OACPECE1,,,,
170,Coop.Ahorro Y Credito Magisterio Manabita Limitada,COOPERATIVA DE AHORRO Y CREDITO MAGISTERIO MANABITA LIMITADA,Ecuador,PORTOVIEJO,OACIECE1,,,,
171,Coac Tienda De Dinero Ltda.,Coac Tienda De Dinero Ltda.,Ecuador,,370,,
172,Coop.A.Y C. Santa Maria De La Manga Del Cura Ltda.,COOPERATIVA DE AHORRO Y CREDITO SANTA MARIA DE LA MANGA DEL CURA LTDA.,Ecuador,PUERTO BAQUERIZO MORENO,OHRTECE1,,,,
173,Coop. Ahorro Y Credito Camara De Comercio Indigena,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
174,Coop. De A. Y C. Guamote Ltda.,COOPERATIVA DE AHORRO Y CREDITO GUAMOTE LTDA,Ecuador,GUAMOTE,OATMECE1,,,,
175,Coop. De A.Y C. Produc. Ahorro Invers. Servicio P.,COOPERATIVA DE AHORRO Y CREDITO PRODUCCION AHORRO INVERSION SERVICIO P.A.I.S. LTDA,Ecuador,RIOBAMBA,OARRECE1,,,,
176,Coop. De A. Y C. Frandesc Ltda.,Coop. De A. Y C. Frandesc Ltda.,Ecuador,,383,,
177,Coop. De A. Y C. Nuka Llakta Ltda.,COOPERATIVA DE AHORRO Y CREDITO NUKA LLAKTA LTDA,Ecuador,RIOBAMBA,CHTKECE1,,,,
178,Coop. De A Y C. Camara De Comercio Riobamba,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE RIOBAMBA LTDA,Ecuador,RIOBAMBA,OADBECE1,,,,
179,Coop. De A. Y C. Bashalan Ltda.,COOPERATIVA DE AHORRO Y CREDITO BASHALAN LTDA,Ecuador,RIOBAMBA,COOHECE1,,,,
180,Coop. De A. Y C. Camara De Comercio Santo Domingo,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE SANTO DOMINGO,Ecuador,SANTO DOMINGO,OARAECE1,,,,
181,Coop. De A. Y C. Educadores Tulcan Ltda.,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES TULCAN LTDA.,Ecuador,TULCAN,OARDECE1,,,,
182,Coop. Warmikunapak Rikchari,Coop. Warmikunapak Rikchari,Ecuador,,400,,
183,Coop Ahorro Y Credito Mi Tierra,COOPERATIVA DE AHORRO Y CREDITO MI TIERRA,Ecuador,PELILEO,CMTRECE1,,,,
184,Coop Ahorro Y Credito De La Peq Emp Cacpe Yanzatza,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUENA EMPRESA CACPE YANTZAZA LTDA,Ecuador,YANTZAZA,CAIQECE1,,,,
185,Coop Ahorro Y Credito Fundesarrollo,COOPERATIVA DE AHORRO Y CREDITO FONDO PARA EL DESARROLLO Y LA VIDA,Ecuador,QUITO,OHDFECE1,,,,
186,Caja Ecuaespana,Caja Ecuaespana,Ecuador,,406,,
187,Coop De Ahorro Y Credito Nueva Huancavilca,COOPERATIVA DE AHORRO Y CREDITO NUEVA HUANCAVILCA,Ecuador,LA LIBERTAD,CNHCECE1,,,,
188,Coop De Ahorro Y Credito Erco Ltda,COOPERATIVA DE AHORRO Y CREDITO ERCO LTDA,Ecuador,CUENCA,CEORECE1,,,,
189,Coop Ahorro Y Credito Camara Comercio De Ambato,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE AMBATO LTDA,Ecuador,AMBATO,CMCOECE1,,,,
190,Coop Ahorro Y Credito Mushuc Runa Ltda,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA LTDA,Ecuador,AMBATO,CMRUECE1,,,,
191,Coop De Ahorro Y Credito Ambato Ltda,COOPERATIVA DE AHORRO Y CREDITO AMBATO LTDA,Ecuador,AMBATO,CDCAECE1,,,,
192,Coop De Ahorro Y Credito Dorado Ltda,COOPERATIVA DE AHORRO Y CREDITO DORADO LTDA,Ecuador,AMBATO,CRODECE1,,,,
193,Coop De Ahorro Y Credito Nuestros Abuelos Ltda,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,Ecuador,SALCEDO,CHDLECE1,,,,
194,Coop De Ahorro Y Credito Artesanos Ltda,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS LTDA,Ecuador,IBARRA,CDASECE1,,,,
195,Coop De Ahorro Y Credito Santa Anita Ltda,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA LTDA,Ecuador,COTACACHI,CDSAECE1,,,,
196,Coop De Ahorro Y Credito Huayco Pungo Ltda,COOPERATIVA DE AHORRO Y CREDITO HUAQUILLAS LTDA,Ecuador,HUAQUILLAS,CHDQECE1,,,,
197,Coop Manuel Esteban Godoy Ortega Ltda Coopmego,Coop Manuel Esteban Godoy Ortega Ltda Coopmego,Ecuador,,420,,
198,Coop Ahorro Y Credito Padre Julian Lorente Ltda,COOPERATIVA DE AHORRO Y CREDITO PADRE JULIAN LORENTE LTDA,Ecuador,LOJA,CHRPECE1,,,,
199,Coop Ahorro Y Credito Cariamanga Ltda,COOPERATIVA DE AHORRO Y CREDITO CARIAMANGA LTDA,Ecuador,CALVAS,OARMECE1,,,,
200,Coop De Ahorro Y Credito Marcabeli Ltda,COOPERATIVA DE AHORRO Y CREDITO MARCABELI LTDA,Ecuador,MARCABELI,CHTBECE1,,,,
201,Coop De Ahorro Y Credito Agricola Junin Ltda,COOPERATIVA DE AHORRO Y CREDITO AGRICOLA JUNIN,Ecuador,JUNIN,OACRECE1,,,,
202,Coop De Ahorro Y Credito Puerto Lopez Ltda,COOPERATIVA DE AHORRO Y CREDITO PUERTO LOPEZ LTDA,Ecuador,PUERTO LOPEZ,OACUECE1,,,,
203,Coop De Ahorro Y Credito Nueva Esperanza,COOPERATIVA DE AHORRO Y CREDITO NUEVA ESPERANZA LTDA,Ecuador,RIOBAMBA,CNESECE1,,,,
204,Coop De Ahorro Y Credito San Jorge Ltda,COOPERATIVA DE AHORRO Y CREDITO SAN JORGE LTDA,Ecuador,RIOBAMBA,CSJGECE1,,,,
205,Coop De Ahorro Y Credito Fernando Daquilema,COOPERATIVA DE AHORRO Y CREDITO FERNANDO DAQUILEMA,Ecuador,RIOBAMBA,CHCFECE1,,,,
206,Coop De A Y C Educadores De Pastaza Ltda,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE PASTAZA LTDA,Ecuador,PUYO,OARUECE1,,,,
207,Coop. A. Y C. De La Peq. Emp. Cacpe Zamora Ltda,Coop. A. Y C. De La Peq. Emp. Cacpe Zamora Ltda,Ecuador,,450,,
208,Coop. De A. Y C. Desarrollo Integral Ltda,Coop. De A. Y C. Desarrollo Integral Ltda,Ecuador,,451,,
209,Coop. De Ahorro Y Credito El Calvario Ltda,COOPERATIVA DE AHORRO Y CREDITO EL CALVARIO LTDA,Ecuador,TISALEO,OARVECE1,,,,
210,Coop. De A. Y C. Juan Pio De Mora Ltda,COOPERATIVA DE AHORRO Y CREDITO JUAN PIO DE MORA LTDA,Ecuador,SAN MIGUEL,CAEJECE1,,,,
211,Coop. De Ahorro Y Credito Pilahuin,COOPERATIVA DE AHORRO Y CREDITO PILAHUIN,Ecuador,SALCEDO,CAOHECE1,,,,
212,Coop. De Ahorro Y Credito Pucara Ltda,COOPERATIVA DE AHORRO Y CREDITO PUCARA LTDA,Ecuador,PASTOCALLE,OHCPECE1,,,,
213,Coop. A. Y C. Camara De Comercio De Pindal Cadecop,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
214,Banco Del Instituto Ecuatoriano De Seguridad Social,INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL (IESS),Ecuador,QUITO,IESSECE1,,,,
215,Coop De A Y C De Serv Publ Del Min Educacion Y Cul,COOPERATIVA DE AHORRO Y CREDITO DE LOS SERVIDORES PUBLICOS DEL MINISTERIO DE EDUCACION Y CULTURA,Ecuador,QUITO,OAIVECE1,,,,
216,Coop De A Y C 23 De Mayo Ltda,COOPERATIVA DE AHORRO Y CREDITO 23 DE MAYO LTDA,Ecuador,QUITO,CHCYECE1,,,,
217,Coop De A Y C Coca Ltda,COOPERATIVA DE AHORRO Y CREDITO COCA LTDA,Ecuador,QUITO Y BOLIVAR,OAOCECE1,,,,
218,Coop De Ahorro Y Credito Pilahuin Tio Ltda,COOPERATIVA DE AHORRO Y CREDITO PILAHUIN TIO LTDA,Ecuador,OTAVALO,CRIHECE1,,,,
219,Coop De Ahorro Y Credito Huaicana Ltda,COOPERATIVA DE AHORRO Y CREDITO HUAICANA LTDA,Ecuador,QUITO,CRTHECE1,,,,
220,Coop De A Y C Credisur Ltda,Coop De A Y C Credisur Ltda,Ecuador,,468,,
221,Fondo De Cesantia Del Magisterio Ecuat Fcme-Fcpc,Fondo De Cesantia Del Magisterio Ecuat Fcme-Fcpc,Ecuador,,469,,
222,Coop De Ahorro Y Credito Huaquillas Ltda,COOPERATIVA DE AHORRO Y CREDITO HUAQUILLAS LTDA,Ecuador,HUAQUILLAS,CHDQECE1,,,,
223,Coop De A Y C Banos Ltda,Coop De A Y C Banos Ltda,Ecuador,,472,,
224,Coop De Ahorro Y Credito Cac-Cica Mies,COOPERATIVA DE AHORRO Y CREDITO CACPE CELICA,Ecuador,CELICA,OATPECE1,,,,
225,Coop De A Y C Vencedores De Tungurahua,COOPERATIVA DE AHORRO Y CREDITO VENCEDORES DE TUNGURAHUA LTDA,Ecuador,AMBATO,OADVECE1,,,,
226,Coop A Y C Ecuafuturo Ltda,COOPERATIVA DE AHORRO Y CREDITO ECUAFUTURO LTDA,Ecuador,AMBATO,OAIUECE1,,,,
227,Coop De A Y C Maquita Cushun Ltda,COOPERATIVA DE AHORRO Y CREDITO MAQUITA CUSHUN LTDA,Ecuador,AMBATO,CHRQECE1,,,,
228,Coop De A Y C Valles Del Lirio,COOPERATIVA DE AHORRO Y CREDITO VALLES DEL LIRIO AICEP,Ecuador,AMBATO,OATVECE1,,,,
229,Coop Esfuerzo Unido Para El Desarr Del Chilco,COOPERATIVA DE AHORRO Y CREDITO ESFUERZO UNIDO PARA EL DESARROLLO DEL CHILCO LA ESPERANZA LTDA,Ecuador,TISALEO,CHEZECE1,,,,
230,Coop A Y C Carroceros De Tungurahua,Coop A Y C Carroceros De Tungurahua,Ecuador,,480,,
231,Coop De Ahorro Y Credito Simiatug Ltda,COOPERATIVA DE AHORRO Y CREDITO SIMIATUG LIMITADA,Ecuador,GUARANDA,OAITECE1,,,,
232,Coop De A Y C Sinchi Runa Ltda,COOPERATIVA DE AHORRO Y CREDITO SINCHI RUNA LTDA,Ecuador,SAQUISILI,CRCHECE1,,,,
233,Coop De A Y C Santa Rosa De Pautan Ltda,COOPERATIVA DE AHORRO Y CREDITO SANTA ROSA DE PATUTAN LTDA,Ecuador,LATACUNGA,OATSECE1,,,,
234,Coop De Ahorro Y Credito San Miguel De Sigchos,COOPERATIVA DE AHORRO Y CREDITO SAN MIGUEL DE SIGCHOS,Ecuador,SIGCHOS,OAOSECE1,,,,
235,Coop De A Y C Sierra Centro Ltda,COOPERATIVA DE AHORRO Y CREDITO SIERRA CENTRO LTDA,Ecuador,LATACUNGA,OAOIECE1,,,,
236,Coop De A Y C Gonzanama Mies,COOPERATIVA DE AHORRO Y CREDITO GONZANAMA,Ecuador,GONZANAMA,CHRZECE1,,,,
237,Coop De Ahorro Y Credito Quilanga Ltda,COOPERATIVA DE AHORRO Y CREDITO QUILANGA LTDA,Ecuador,QUILANGA,CHCQECE1,,,,
238,Coop De Ahorro Y Credito 27 De Abril Loja,COOPERATIVA DE AHORRO Y CREDITO 27 DE ABRIL,Ecuador,LOJA,OATAECE1,,,,
239,Coop De A Y C Crediamigo Ltda Loja Mies,Coop De A Y C Crediamigo Ltda Loja Mies,Ecuador,,489,,
240,Coop De Ahorro Y Credito Fortuna Mies,COOPERATIVA DE AHORRO Y CREDITO DE LA MICROEMPRESAFORTUNA,Ecuador,LOJA,OAIPECE1,,,,
241,Coop A Y C Profesionales Del Volante Union Ltda,Coop A Y C Profesionales Del Volante Union Ltda,Ecuador,,491,,
242,Coop De Ahorro Y Credito Cacpe Celica,COOPERATIVA DE AHORRO Y CREDITO CACPE CELICA,Ecuador,CELICA,OATPECE1,,,,
243,Coop De A Y C Futuro Y Progreso De Galapagos Ltda,COOPERATIVA DE AHORRO Y CREDITO FUTURO Y PROGRESO DE GALAPAGOS,Ecuador,SANTA CRUZ,OATFECE1,,,,
244,Coop De A Y C Sumac Llacta Ltda,COOPERATIVA DE AHORRO Y CREDITO SUMAC LLACTA LTDA,Ecuador,RIOBAMBA,OAEMECE1,,,,
245,Coop De A Y C Lucha Campesina Ltda,COOPERATIVA DE AHORRO Y CREDITO LUCHA CAMPESINA,Ecuador,CUMANDA,CREHECE1,,,,
246,Coop De A Y C Maquita Cushunchic Ltda,COOPERATIVA DE AHORRO Y CREDITO MAQUITA CUSHUNCHIC LTDA,Ecuador,QUITO,CHOQECE1,,,,
247,Coop A Y C Focla,COOPERATIVA DE AHORRO Y CREDITO FOCLA,Ecuador,LAGO AGRIO,CHDFECE1,,,,
248,Coop De A Y C Casag Ltda,COOPERATIVA DE AHORRO Y CREDITO CASAG,Ecuador,QUITO,CHRGECE1,,,,
249,Banco D Miro Sa,BANCO D-MIRO S.A.,Ecuador,Guayaquil,DMIRECE1,Coop. Américo Vespucio 2,"A, Solar 8, Vía Perimetral Km",,(04)3700500
250,Coop De A Y C General Ruminahui,Coop De A Y C General Ruminahui,Ecuador,,501,,
251,Coop De A Y C Financiera Indigena Ltda,COOPERATIVA DE AHORRO Y CREDITO MULTICULTURAL INDIGENA LTDA,Ecuador,AMBATO,CHTMECE1,,,,
252,Coop A Y C 20 Febrero Ltda,COOPERATIVA DE AHORRO Y CREDITO 20 DE FEBRERO LTDA.,Ecuador,QUITO,CHOBECE1,,,,
253,Coop De A Y C Del Col. Fisc. Vicente Rocafuerte,Coop De A Y C Del Col. Fisc. Vicente Rocafuerte,Ecuador,,504,,
254,Coop De A Y C Jadan Ltda (Mies),COOPERATIVA DE AHORRO Y CREDITO JADAN,Ecuador,GUALACEO,CCHEECE1,,,,
255,Coop De A Y C Inka Kipu Ltda,Coop De A Y C Inka Kipu Ltda,Ecuador,,509,,
256,Coop De A Y C Accion Tungurahua Ltda,COOPERATIVA DE AHORRO Y CREDITO ACCION TUNGURAHUA LTDA.,Ecuador,AMBATO,OAEAECE1,,,,
257,Coop De A Y C Pijal,COOPERATIVA DE AHORRO Y CREDITO PIJAL,Ecuador,OTAVALO,CHDJECE1,,,,
258,Coop De A Y C Escencia Indigena Ltda,COOPERATIVA DE AHORRO Y CREDITO ESCENCIA INDIGENA LTDA,Ecuador,IBARRA,OACEECE1,,,,
259,Coop De A Y C Union Mercedaria Ltda,COOPERATIVA DE AHORRO Y CREDITO MERCED LTDA,Ecuador,CUENCA,CSMDECE1,,,,
260,Coop De A Y C Catamayo Ltda,Coop De A Y C Catamayo Ltda,Ecuador,,514,,
261,Coop De A Y C De La Peq Empresa Cacpe Macara,COOPERATIVA DE AHORRO Y CREDITO DE LA PEQUENA EMPRESA CACPE MACARA,Ecuador,LOJA,CODQECE1,,,,
262,Coop A Y C Nuevos Horizontes El Oro Ltda,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE EL ORO LTDA,Ecuador,MACHALA,OADOECE1,,,,
263,Banco Coopnacional Sa,BANCO COOPNACIONAL S.A.,Ecuador,Guayaquil,CPOCECE1,Capitán Nájera 4210,La 14 ava,,(04)3709820
264,Coop De A Y C 16 De Junio,COOPERATIVA DE AHORRO Y CREDITO 16 DE JUNIO,Ecuador,MACHALA,CHCJECE1,,,,
265,Coop A Y C Esc Sup Politec Agrop De Manabi Manuel,COOPERATIVA DE AHORRO Y CREDITO CACPE MANABI,Ecuador,PORTOVIEJO,OACPECE1,,,,
266,Coop De Ahorro Y Credito Fasaynan Ltda,COOPERATIVA DE AHORRO Y CREDITO FASAYNAN LTDA,Ecuador,CHORDELEG,CHRYECE1,,,,
267,Coop Cacique Guritave,Coop Cacique Guritave,Ecuador,,546,,
268,Coop Solidaridad Y Progreso Oriental,COOPERATIVA DE AHORRO Y CREDITO SOLIDARIDAD Y PROGRESO ORIENTAL,Ecuador,AZOGUES,CRTDECE1,,,,
269,Coop. De Aho Y Cred Los Andes Latinos Ltda.,COOPERATIVA DE AHORRO Y CREDITO LOS ANDES LATINOS LTDA,Ecuador,GUAYAQUIL,OATLECE1,,,,
270,C. De A. Y C Coopac Austro Ltda (Miess),COOPERATIVA DE AHORRO Y CREDITO COOPAC AUSTRO LTDA,Ecuador,CUENCA,OADPECE1,,,,
271,Coop. De A. Y C. Salasaca,COOPERATIVA DE AHORRO Y CREDITO SALASACA,Ecuador,SAN PEDRO DE PELILEO,OARLECE1,,,,
272,Coop. De A. Y C. Sumak Samy Ltda.,COOPERATIVA DE AHORRO Y CREDITO SUMAK SAMY LTDA,Ecuador,AMBATO,CORKECE1,,,,
273,C. A. Y C. Intercult. Tarpuk Runa Ltda.,COOPERATIVA DE AHORRO Y CREDITO INTERCULTURAL TARPUK RUNA LTDA,Ecuador,AMBATO,OADIECE1,,,,
274,Coop. De A. Y C. Virgen Del Cisne,COOPERATIVA DE AHORRO Y CREDITO VIRGEN DEL CISNE,Ecuador,LATACUNGA,CRDVECE1,,,,
275,C. De A Y C Educad. De Zamora Chinchipe,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE ZAMORA CHINCHIPE LTDA,Ecuador,ZAMORA,OADDECE1,,,,
276,C. De Ah. Y Credito Las Lagunas (Miess),COOPERATIVA DE AHORRO Y CREDITO LAS LAGUNAS,Ecuador,SARAGURO,OAIGECE1,,,,
277,C. De A Y C. Educadores De El Oro Ltd,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DE EL ORO LTDA,Ecuador,MACHALA,OADOECE1,,,,
278,C De A Y C Emplead Bancar Del Oro Ltda,COOPERATIVA DE AHORRO Y CREDITO DORADO LTDA,Ecuador,AMBATO,CRODECE1,,,,
279,Cooperativa De Ah. Y Credito Riochico,COOPERATIVA DE AHORRO Y CREDITO RIOCHICO,Ecuador,PORTOVIEJO,CHEHECE1,,,,
280,C. De A. Y C. San Martin De Tisaleo Ltda.,COOPERATIVA DE AHORRO Y CREDITO SAN MARTIN DE TISALEO LTDA,Ecuador,TISALEO,OAINECE1,,,,
281,Coop. De A. Y C. Alli Tarpuc Ltda.,Coop. De A. Y C. Alli Tarpuc Ltda.,Ecuador,,581,,
282,C. De A Y C. San Miguel De Pallatanga,COOPERATIVA DE AHORRO Y CREDITO SAN MIGUEL DE PALLATANGA,Ecuador,SAN MIGUEL,OHRNECE1,,,,
283,Coop De A Y C Fenix,Coop De A Y C Fenix,Ecuador,,590,,
284,Coop.De Ahorro Y Credito Camara De Comercio De Loj,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
285,Coop.De A. Y C. De Crecimiento Economico Rentable,Coop.De A. Y C. De Crecimiento Economico Rentable,Ecuador,,592,,
286,Cooperativa De Ahorro Y Credito Santiago Ltda,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,Ecuador,SALCEDO,CHDLECE1,,,,
287,Coop.De A. Y C. Popular Y Solidaria,Coop.De A. Y C. Popular Y Solidaria,Ecuador,,594,,
288,Coop.De Ahorro Y Credito San Placido Ltda.,COOPERATIVA DE AHORRO Y CREDITO LA INMACULADA DE SAN PLACIDO LTDA,Ecuador,PORTOVIEJO,OAIIECE1,,,,
289,Coop.De Ahorro Y Credito Ciudad De Zamora,COOPERATIVA DE AHORRO Y CREDITO CIUDAD DE ZAMORA,Ecuador,ZAMORA,OHRUECE1,,,,
290,Coop. De A Y C De La Pequena Empresa De Palora,Coop. De A Y C De La Pequena Empresa De Palora,Ecuador,,597,,
291,Coop. De A. Y C. Indigena Alfa Y Omega Ltda,COOPERATIVA DE AHORRO Y CREDITO INDIGENA ALFA Y OMEGA LTDA,Ecuador,QUITO,OATNECE1,,,,
292,Cooperativa De Ahorro Y Credito Crea Ltda ( Mies),COOPERATIVA DE AHORRO Y CREDITO CREA LTDA.,Ecuador,CUENCA,OAORECE1,,,,
293,Coop. De A. Y C. Chibuleo Ltda.,COOPERATIVA DE AHORRO Y CREDITO CHIBULEO LTDA,Ecuador,AMBATO,CROHECE1,,,,
294,Coop. De A. Y C. El Tesoro Pillareno,COOPERATIVA DE AHORRO Y CREDITO EL TESORO PILLARENO,Ecuador,PILLARO,OATTECE1,,,,
295,Coop. De A. Y C. Kisapincha Ltda.,COOPERATIVA DE AHORRO Y CREDITO KISAPINCHA LTDA,Ecuador,AMBATO,COEKECE1,,,,
296,Coop. De A. Y C. Juventud Unida Ltda.,COOPERATIVA DE AHORRO Y CREDITO JUVENTUD UNIDA LTDA,Ecuador,AMBATO,CHRJECE1,,,,
297,Coop. De A. Y C. Union Quisapincha Ltda.,COOPERATIVA DE AHORRO Y CREDITO UNION QUISAPINCHA LTDA,Ecuador,AMBATO,OAOUECE1,,,,
298,Coop. De A. Y C. 13 De Abril Ltda,COOPERATIVA DE AHORRO Y CREDITO 13 DE ABRIL,Ecuador,VENTANAS,OATBECE1,,,,
299,Coop. De A. Y C. Salinas Ltda.,Coop. De A. Y C. Salinas Ltda.,Ecuador,,610,,
300,Coop. De A. Y C. San Pedro Ltda.,COOPERATIVA DE AHORRO Y CREDITO SAN PEDRO LTDA,Ecuador,GUARANDA,OAOAECE1,,,,
301,Coop. De A. Y C. Los Chasquis Pastocalle Ltda.,COOPERATIVA DE AHORRO Y CREDITO LOS CHASQUIS PASTOCALLE LTDA,Ecuador,LATACUNGA,CHTQECE1,,,,
302,Coop. De A. Y C. Coopindigena Ltda.,Coop. De A. Y C. Coopindigena Ltda.,Ecuador,,613,,
303,Coop. De A. Y C. La Union Ltda.,Coop. De A. Y C. La Union Ltda.,Ecuador,,614,,
304,Coop. De A. Y C. Padre Vicente Ponce Rubio,COOPERATIVA DE AHORRO Y CREDITO PADRE VICENTE PONCE RUBIO,Ecuador,TULCAN,OAODECE1,,,,
305,Coop. De A. Y C. Mushug Causay Ltda.,Coop. De A. Y C. Mushug Causay Ltda.,Ecuador,,633,,
306,Coop. De A. Y C. 29 De Agosto,Coop. De A. Y C. 29 De Agosto,Ecuador,,634,,
307,Coop. De A. Y C. Credisocio,COOPERATIVA DE AHORRO Y CREDITO CREDISOCIO,Ecuador,SANTO DOMINGO,OHEDECE1,,,,
308,Coop. De A. Y C. Fondo Para El Desarrollo Y La Vid,COOPERATIVA DE AHORRO Y CREDITO FONDO PARA EL DESARROLLO Y LA VIDA,Ecuador,QUITO,OHDFECE1,,,,
309,Cooperativa De A Y C Nueva Vision,COOPERATIVA DE AHORRO Y CREDITO NUEVA VISION,Ecuador,QUITO,OAOVECE1,,,,
310,Coop. De Ahorro Y Credito Focash Ltda.,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
311,Coop. De A. Y C. San Vicente Del Sur Ltda.,Coop. De A. Y C. San Vicente Del Sur Ltda.,Ecuador,,676,,
312,Coop. De A. Y C. Para La Vivienda Orden Y Segurida,COOPERATIVA DE AHORRO Y CREDITO PARA LA VIVIENDA ORDEN Y SEGURIDAD,Ecuador,QUITO,OHRVECE1,,,,
313,Coop De A. Y C. Camara De Comercio Joya De Los Sac,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO JOYA DE LOS SACHAS LTDA,Ecuador,JOYA DE LOS SACHAS,OHRMECE1,,,,
314,Coop. De A. Y C. Focap,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
315,Coop. De A. Y C. 18 De Noviembre,Coop. De A. Y C. 18 De Noviembre,Ecuador,,680,,
316,Cooperativa De Ahorro Y Credito Dr. Cornelio Saenz,COOPERATIVA DE AHORRO Y CREDITO DR CORNELIO SAENZ VERA LTDA,Ecuador,GUAYAQUIL,OHDCECE1,,,,
317,Coop De A. Y C. Educadores Del Azuay,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DEL AZUAY LTDA,Ecuador,CUENCA,OHEUECE1,,,,
318,Coop. De A. Y C. Indigena Sac Ltda,COOPERATIVA DE AHORRO Y CREDITO MULTICULTURAL INDIGENA LTDA,Ecuador,AMBATO,CHTMECE1,,,,
319,Coop. De A. Y C. Credi Ya Ltda,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,Ecuador,AMBATO,OHECECE1,,,,
320,Coop. De A. Y C. San Bartolome Ltda,Coop. De A. Y C. San Bartolome Ltda,Ecuador,,685,,
321,Coop. De Ahorro Y Credito Mushuk Yuyay,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
322,Coop De A. Y C. Sisay Kanari,Coop De A. Y C. Sisay Kanari,Ecuador,,687,,
323,Cooperativa De A Y C Accion Imbaburapak Ltda.,COOPERATIVA DE AHORRO Y CREDITO ACCION IMBABURAPAK LTDA.,Ecuador,OTAVALO,CPHCECE1,,,,
324,Coop De A. Y C. Hermes Gaibor Verdesoto,COOPERATIVA DE AHORRO Y CREDITO HERMES GAIBOR VERDESOTO,Ecuador,LATACUNGA,OADHECE1,,,,
325,Coop. De A. Y C. Semillas De Pangua,Coop. De A. Y C. Semillas De Pangua,Ecuador,,690,,
326,Cooperativa De A Y C Mushuk Solidaria,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
327,Coop De A. Y C. Panamericana Ltda,Coop De A. Y C. Panamericana Ltda,Ecuador,,692,,
328,Coop. De A. Y C. Vilcabamba Cacvil,Coop. De A. Y C. Vilcabamba Cacvil,Ecuador,,693,,
329,Coop. De A. Y C. Familia Solidaria,COOPERATIVA DE AHORRO Y CREDITO FAMILIA SOLIDARIA,Ecuador,MACHALA,OHEFECE1,,,,
330,Cooperativa De Ahorro Y Credito El Paraiso Manga D,COOPERATIVA DE AHORRO Y CREDITO EL PARAISO MANGA DEL CURA,Ecuador,EL CARMEN,OHEPECE1,,,,
331,Coac De Los Profesores Empleados Y Trabajadores De,Coac De Los Profesores Empleados Y Trabajadores De,Ecuador,,696,,
332,Coac. Santa Rosa De San Carlos Ltda.,Coac. Santa Rosa De San Carlos Ltda.,Ecuador,,697,,
333,Coop. De A. Y C. Constructor Del Desarrollo Solida,Coop. De A. Y C. Constructor Del Desarrollo Solida,Ecuador,,698,,
334,Coop De A. Y C. Mushuk Yuyay Ltda,Coop De A. Y C. Mushuk Yuyay Ltda,Ecuador,,699,,
335,Corporacion Financiera,Corporacion Financiera,Ecuador,,700,,
336,Coop. De A. Y C. Alianza Social Ecu. Alsec,Coop. De A. Y C. Alianza Social Ecu. Alsec,Ecuador,,701,,
337,Coop. De A. Y C. Renovadora Ecu,Coop. De A. Y C. Renovadora Ecu,Ecuador,,702,,
338,Coop. De A. Y C. Mushuk Yuyay - Napo,Coop. De A. Y C. Mushuk Yuyay - Napo,Ecuador,,703,,
339,Coop. De A. Y C. Santa Ana De Nayon,COOPERATIVA DE AHORRO Y CREDITO SANTA ANA LTDA,Ecuador,SANTA ANA,OHCTECE1,,,,
